age,gender,caste_category,region,income_bracket,health_score,access_to_hospital
46,0,3,1,0,0.37,FALSE
78,0,2,1,1,0.66,FALSE
16,0,2,1,1,0.15,TRUE
25,1,2,1,1,0.07,TRUE
44,0,1,1,1,0.16,TRUE
27,1,2,1,2,0.41,FALSE
86,0,0,0,0,0.32,TRUE
54,0,1,0,2,0.2,TRUE
56,0,2,1,1,0.1,TRUE
75,1,3,1,1,0.03,TRUE
43,1,0,0,1,0.52,FALSE
59,0,3,1,0,0.32,TRUE
83,1,1,1,1,0.05,FALSE
83,0,0,1,1,0.07,FALSE
80,0,0,1,1,0.18,TRUE
94,0,2,0,1,0.32,TRUE
72,2,0,1,2,0.08,FALSE
94,0,1,1,0,0.25,TRUE
56,0,2,0,1,0.58,FALSE
8,0,1,0,1,0.27,FALSE
51,0,3,1,1,0.48,FALSE
29,0,1,1,1,0.65,TRUE
14,0,0,1,0,0.06,FALSE
12,0,0,1,1,0.24,TRUE
13,0,1,1,1,0.49,FALSE
12,0,3,1,1,0.23,TRUE
78,1,1,1,1,0.23,TRUE
10,0,0,0,2,0.44,FALSE
44,0,1,1,1,0.26,FALSE
59,1,0,1,1,0.22,TRUE
8,2,0,1,2,0.38,FALSE
24,0,1,0,0,0.19,TRUE
37,1,2,1,2,0.08,FALSE
43,0,3,1,1,0.15,FALSE
89,1,3,0,1,0.36,TRUE
8,1,0,1,2,0.31,FALSE
64,1,1,1,0,0.24,FALSE
77,1,1,0,1,0.13,FALSE
67,0,0,1,1,0.26,TRUE
73,0,0,1,2,0.12,TRUE
40,1,1,0,1,0.26,TRUE
74,0,0,0,1,0.41,TRUE
46,0,0,1,1,0.21,TRUE
83,1,1,1,2,0.23,FALSE
92,0,0,1,1,0.07,TRUE
18,0,1,0,0,0.36,TRUE
82,1,0,1,0,0.43,TRUE
72,1,1,1,2,0.16,FALSE
8,0,0,1,1,0.35,TRUE
59,0,1,1,0,0.3,TRUE
36,1,0,1,0,0.21,TRUE
96,0,0,1,0,0.41,TRUE
21,0,0,0,0,0.06,TRUE
3,1,0,1,0,0.28,FALSE
88,1,2,1,1,0.28,TRUE
16,1,2,1,1,0.19,FALSE
83,1,0,1,1,0.22,FALSE
55,0,2,1,2,0.15,FALSE
22,0,1,0,1,0.28,FALSE
22,1,1,1,2,0.33,TRUE
77,1,1,1,2,0.46,FALSE
12,1,0,1,1,0.32,FALSE
60,1,0,1,2,0.11,TRUE
92,1,1,1,1,0.26,TRUE
72,1,2,0,1,0.39,TRUE
9,1,2,1,1,0.13,FALSE
84,0,3,1,2,0.19,TRUE
79,0,1,0,0,0.1,FALSE
68,1,1,1,1,0.67,FALSE
24,0,2,1,2,0.27,TRUE
48,1,1,0,2,0.35,FALSE
45,1,2,1,2,0.07,TRUE
6,0,1,0,1,0.17,TRUE
64,0,0,0,1,0.05,FALSE
87,0,0,1,1,0.24,TRUE
15,1,2,1,1,0.52,TRUE
30,1,1,1,2,0.19,TRUE
84,1,1,1,1,0.12,TRUE
27,1,1,1,1,0.21,FALSE
27,1,1,0,1,0.21,TRUE
98,1,0,0,1,0.35,FALSE
97,1,1,0,2,0.34,FALSE
58,1,1,1,2,0.08,FALSE
10,1,3,1,1,0.18,FALSE
73,1,0,0,1,0.25,TRUE
72,0,0,0,1,0.25,FALSE
78,0,1,0,1,0.38,TRUE
1,0,1,0,1,0.53,FALSE
74,0,1,1,2,0.47,TRUE
4,1,1,0,1,0.49,FALSE
59,0,1,0,1,0.15,TRUE
82,0,1,1,2,0.4,FALSE
94,1,3,1,0,0.14,TRUE
41,0,1,1,1,0.26,TRUE
90,1,1,1,1,0.6,FALSE
43,1,0,1,2,0.33,TRUE
14,1,0,1,2,0.18,TRUE
29,0,2,0,1,0.48,FALSE
73,1,3,0,0,0.19,TRUE
37,0,0,0,1,0.41,FALSE
22,0,0,0,1,0.37,FALSE
88,0,2,0,2,0.36,TRUE
99,0,0,1,2,0.29,TRUE
36,1,0,1,2,0.27,TRUE
95,2,2,1,1,0.27,FALSE
58,1,2,1,2,0.04,TRUE
15,0,1,0,2,0.07,TRUE
61,2,0,1,2,0.23,FALSE
7,1,1,0,0,0.34,TRUE
99,0,0,1,2,0.08,TRUE
91,1,2,0,1,0.11,FALSE
42,0,1,0,2,0.02,TRUE
98,1,2,0,2,0.32,TRUE
25,1,1,1,1,0.25,TRUE
64,1,1,0,1,0.39,TRUE
44,1,0,1,1,0.37,TRUE
6,0,3,0,1,0.25,TRUE
4,0,0,0,2,0.68,TRUE
66,1,1,0,1,0.27,TRUE
14,1,2,0,1,0.05,TRUE
4,0,1,1,2,0.44,TRUE
35,0,3,0,2,0.14,TRUE
77,0,2,1,0,0.62,FALSE
93,1,1,1,2,0.73,FALSE
34,0,2,0,2,0.18,TRUE
26,0,3,1,2,0.16,TRUE
56,0,1,0,2,0.05,TRUE
90,1,0,1,2,0.33,TRUE
68,0,2,0,0,0.3,FALSE
78,0,0,1,2,0.13,TRUE
75,1,1,1,1,0.25,TRUE
3,0,0,0,2,0.57,FALSE
87,0,0,1,2,0.14,TRUE
8,1,0,1,1,0.04,TRUE
44,0,2,1,0,0.64,TRUE
90,0,1,1,1,0.39,TRUE
78,0,0,0,2,0.08,TRUE
5,1,1,0,0,0.16,TRUE
58,0,2,1,2,0.19,TRUE
86,1,1,0,2,0.48,FALSE
78,0,3,1,2,0.24,TRUE
12,1,3,0,1,0.46,TRUE
67,1,0,0,1,0.54,FALSE
94,1,1,0,1,0.3,TRUE
20,0,1,0,1,0.21,TRUE
3,1,3,0,1,0.6,TRUE
33,0,1,1,2,0.63,TRUE
77,0,0,1,1,0.27,TRUE
18,1,1,1,0,0.38,FALSE
75,0,1,1,1,0.24,TRUE
26,0,0,0,1,0.53,TRUE
7,0,1,0,1,0.57,FALSE
90,0,0,0,1,0.26,FALSE
3,0,3,0,1,0.25,FALSE
1,1,1,1,1,0.27,TRUE
17,0,3,0,1,0.17,TRUE
12,0,2,1,1,0.42,TRUE
73,1,1,1,1,0.38,TRUE
81,0,0,1,1,0.04,FALSE
82,0,1,0,1,0.1,TRUE
23,1,1,1,2,0.22,TRUE
91,1,0,0,1,0.44,TRUE
2,0,1,0,1,0.21,TRUE
27,1,2,1,0,0.24,FALSE
55,1,2,1,1,0.22,FALSE
15,1,2,0,0,0.38,TRUE
44,0,1,1,2,0.34,FALSE
69,0,1,0,1,0.08,TRUE
95,1,1,0,2,0.5,TRUE
49,1,2,1,1,0.55,FALSE
63,1,1,1,1,0.07,TRUE
35,0,0,0,1,0.07,TRUE
19,0,1,0,1,0.33,FALSE
53,0,2,0,2,0.33,TRUE
92,0,0,0,1,0.13,FALSE
2,1,2,1,1,0.21,TRUE
52,0,0,0,1,0.16,TRUE
20,0,1,1,2,0.27,FALSE
59,0,1,1,1,0.35,TRUE
3,1,1,1,2,0.18,TRUE
8,0,1,0,2,0.26,FALSE
40,0,1,1,1,0.16,TRUE
30,1,1,1,1,0.27,TRUE
12,0,3,1,0,0.37,FALSE
49,0,0,1,1,0.21,TRUE
17,0,0,1,1,0.59,FALSE
66,0,1,1,2,0.45,FALSE
23,2,0,0,2,0.68,TRUE
39,0,1,1,2,0.14,TRUE
27,1,1,0,2,0.3,TRUE
57,0,1,1,1,0.06,TRUE
19,1,1,1,1,0.42,TRUE
44,0,1,0,0,0.17,TRUE
66,1,1,0,1,0.27,FALSE
32,2,1,1,1,0.22,TRUE
33,0,0,0,1,0.05,TRUE
43,0,1,1,0,0.1,TRUE
23,0,2,0,1,0.09,FALSE
14,1,1,1,1,0.06,TRUE
80,1,1,0,2,0.4,TRUE
57,1,0,0,2,0.21,TRUE
98,0,0,1,0,0.31,TRUE
57,1,3,1,2,0.29,TRUE
58,0,0,1,1,0.1,FALSE
62,0,2,1,1,0.12,TRUE
40,1,3,1,0,0.37,FALSE
44,0,1,0,2,0.33,TRUE
47,0,0,0,0,0.32,FALSE
84,1,1,0,2,0.28,TRUE
46,1,2,1,1,0.26,FALSE
53,2,2,1,0,0.4,TRUE
29,1,3,0,0,0.28,FALSE
49,0,2,1,2,0.2,TRUE
53,1,0,0,1,0.35,TRUE
9,1,1,1,1,0.09,FALSE
73,0,1,0,1,0.31,TRUE
25,1,1,1,1,0.51,FALSE
47,0,1,1,0,0.26,FALSE
81,1,1,0,0,0.3,TRUE
50,0,1,1,1,0.31,FALSE
71,0,0,0,1,0.26,TRUE
16,1,2,1,0,0.15,TRUE
37,1,1,0,2,0.23,TRUE
18,1,0,1,2,0.29,TRUE
39,1,1,1,2,0.19,TRUE
78,0,0,0,2,0.17,TRUE
56,1,1,0,2,0.13,TRUE
82,0,1,0,0,0.28,TRUE
8,1,3,1,2,0.18,TRUE
57,1,0,0,1,0.53,FALSE
89,1,2,1,1,0.25,TRUE
20,0,1,1,2,0.17,FALSE
57,0,0,1,2,0.44,TRUE
1,1,2,1,0,0.17,FALSE
88,0,3,1,0,0.17,FALSE
13,0,2,1,1,0.34,TRUE
75,0,1,1,1,0.3,TRUE
52,1,0,1,1,0.2,TRUE
97,1,1,0,0,0.46,TRUE
30,0,0,1,0,0.39,TRUE
81,1,1,1,2,0.36,TRUE
57,0,1,0,1,0.22,TRUE
5,1,1,1,0,0.63,TRUE
22,1,0,0,2,0.37,TRUE
51,0,3,0,0,0.3,TRUE
79,1,1,1,1,0.38,TRUE
74,0,1,0,2,0.26,TRUE
1,0,0,0,1,0.25,TRUE
46,0,1,1,2,0.07,TRUE
79,0,1,1,0,0.45,FALSE
42,0,3,1,2,0.05,TRUE
42,1,2,0,1,0.17,TRUE
93,2,1,1,0,0.55,TRUE
64,1,2,1,1,0.24,TRUE
21,1,1,1,1,0.18,TRUE
79,0,1,1,1,0.25,FALSE
99,0,2,0,2,0.56,FALSE
69,1,2,0,2,0.52,TRUE
19,1,1,0,1,0.18,FALSE
14,0,2,1,2,0.23,TRUE
15,0,0,0,2,0.05,TRUE
51,0,1,0,2,0.27,FALSE
83,0,1,1,1,0.57,TRUE
91,1,2,1,1,0.49,TRUE
16,0,1,1,0,0.14,TRUE
83,0,0,1,1,0.33,TRUE
53,1,3,0,2,0.3,TRUE
55,0,0,1,0,0.27,FALSE
23,1,2,1,1,0.34,TRUE
36,0,1,0,1,0.34,TRUE
18,0,1,0,2,0.09,TRUE
45,1,1,1,1,0.37,TRUE
88,1,2,0,1,0.07,TRUE
71,1,2,1,1,0.03,TRUE
89,0,0,1,1,0.14,TRUE
45,0,3,0,1,0.4,FALSE
7,1,1,1,0,0.39,FALSE
69,1,2,0,1,0.24,TRUE
88,0,0,0,2,0.52,TRUE
84,1,0,0,1,0.18,TRUE
85,1,2,1,1,0.46,TRUE
20,1,2,0,1,0.3,FALSE
74,0,0,1,1,0.17,TRUE
87,1,0,1,0,0.19,FALSE
46,2,1,1,2,0.46,FALSE
33,1,1,1,1,0.13,TRUE
15,0,1,1,2,0.04,TRUE
34,1,3,0,1,0.35,TRUE
79,1,1,1,1,0.32,FALSE
5,1,0,1,1,0.28,FALSE
9,0,1,0,2,0.09,TRUE
91,1,2,1,0,0.44,TRUE
64,0,2,0,2,0.26,TRUE
60,1,3,1,2,0.39,TRUE
28,2,1,0,1,0.16,TRUE
9,0,0,1,2,0.28,TRUE
50,0,3,1,1,0.6,TRUE
36,1,2,1,1,0.45,TRUE
9,0,1,1,2,0.13,TRUE
31,0,1,0,2,0.34,TRUE
45,0,2,0,1,0.07,FALSE
55,0,1,0,2,0.45,TRUE
78,0,0,1,2,0.14,TRUE
15,2,0,1,1,0.24,FALSE
41,1,1,1,1,0.48,TRUE
66,0,2,1,1,0.31,TRUE
63,0,3,0,0,0.2,TRUE
96,0,0,0,1,0.16,TRUE
27,1,2,0,1,0.18,TRUE
64,0,0,0,2,0.13,TRUE
60,0,0,0,2,0.35,TRUE
56,1,3,1,1,0.05,TRUE
71,0,0,1,1,0.23,FALSE
14,0,1,1,1,0.22,TRUE
60,0,1,0,1,0.35,TRUE
93,1,1,1,2,0.06,TRUE
40,1,1,1,0,0.01,TRUE
20,0,1,1,1,0.38,FALSE
51,2,1,0,1,0.04,TRUE
5,0,0,1,2,0.29,FALSE
82,1,3,1,1,0.23,TRUE
72,1,1,1,0,0.48,FALSE
50,1,1,1,1,0.22,FALSE
71,0,0,0,2,0.15,TRUE
88,0,1,1,1,0.13,TRUE
60,1,0,0,1,0.09,TRUE
86,1,2,1,0,0.21,TRUE
20,1,1,1,2,0.04,FALSE
27,0,1,0,1,0.21,FALSE
20,1,1,1,2,0.09,FALSE
6,0,1,1,1,0.09,TRUE
8,1,1,1,1,0.41,FALSE
79,1,0,1,1,0.55,FALSE
22,0,1,1,1,0.04,TRUE
35,2,2,1,1,0.05,TRUE
42,1,0,1,1,0.34,FALSE
77,0,2,0,2,0.4,TRUE
92,1,1,1,2,0.15,TRUE
20,1,1,0,1,0.25,TRUE
93,1,1,1,0,0.36,TRUE
69,0,1,1,2,0.37,TRUE
3,1,1,1,1,0.5,TRUE
27,0,1,1,1,0.46,TRUE
69,0,0,1,1,0.43,TRUE
60,0,3,1,1,0.43,TRUE
20,2,2,1,1,0.34,FALSE
23,0,1,1,2,0.22,TRUE
96,1,0,1,2,0.08,TRUE
12,0,3,0,1,0.26,TRUE
55,0,0,1,2,0.28,TRUE
49,1,0,1,1,0.56,TRUE
96,0,0,1,1,0.23,TRUE
80,0,0,1,1,0.25,TRUE
27,1,0,0,2,0.5,TRUE
65,1,1,1,1,0.3,TRUE
51,1,0,1,2,0.38,TRUE
76,0,1,1,2,0.21,FALSE
77,0,1,1,2,0.45,TRUE
72,1,1,1,2,0.15,TRUE
44,1,0,0,2,0.36,TRUE
29,1,1,0,2,0.51,TRUE
39,0,3,0,1,0.47,FALSE
16,1,1,1,1,0.5,FALSE
5,0,1,1,2,0.43,TRUE
43,1,3,1,2,0.08,FALSE
57,0,1,1,2,0.1,FALSE
97,1,1,1,2,0.2,TRUE
20,1,2,0,2,0.17,TRUE
36,0,1,0,1,0.33,TRUE
96,1,0,0,1,0.39,TRUE
48,1,0,1,0,0.3,TRUE
50,0,2,1,2,0.24,TRUE
2,0,1,0,1,0.26,TRUE
12,2,1,0,1,0.23,TRUE
39,0,0,1,1,0.13,FALSE
53,1,3,0,2,0.28,TRUE
63,1,0,1,0,0.37,TRUE
12,1,3,0,0,0.18,TRUE
34,0,1,1,1,0.64,TRUE
34,0,2,0,1,0.15,TRUE
12,1,1,1,2,0.2,FALSE
17,0,0,1,1,0.4,TRUE
6,1,0,1,1,0.5,FALSE
30,1,2,1,1,0.51,FALSE
86,0,1,1,1,0.25,TRUE
37,0,1,1,2,0.3,TRUE
87,1,1,1,1,0.21,TRUE
80,0,1,1,0,0.32,TRUE
26,0,0,1,2,0.11,TRUE
48,0,2,1,1,0.47,TRUE
40,2,3,1,2,0.17,TRUE
31,0,0,1,2,0.34,TRUE
46,0,1,1,1,0.56,TRUE
66,0,1,1,1,0.41,FALSE
67,0,0,1,0,0.27,TRUE
88,1,1,0,1,0.22,TRUE
91,0,2,1,2,0.17,TRUE
37,0,1,1,2,0.42,TRUE
17,2,1,0,1,0.1,TRUE
94,1,1,1,1,0.32,TRUE
68,2,1,0,2,0.2,TRUE
59,0,1,1,1,0.13,TRUE
82,0,0,1,1,0.57,TRUE
40,0,2,1,1,0.19,TRUE
27,0,3,1,0,0.32,TRUE
95,0,2,0,1,0.09,TRUE
12,1,0,1,2,0.41,TRUE
31,0,1,1,0,0.21,TRUE
28,1,2,0,1,0.18,TRUE
26,1,2,1,2,0.34,TRUE
13,1,2,1,2,0.38,TRUE
82,1,1,1,1,0.26,TRUE
17,0,2,1,2,0.12,TRUE
41,1,0,0,1,0.33,TRUE
32,1,2,0,1,0.21,TRUE
22,0,0,0,1,0.52,TRUE
99,1,1,1,2,0.3,FALSE
80,1,1,0,1,0.33,FALSE
50,0,1,1,1,0.43,TRUE
3,1,0,0,0,0.46,TRUE
22,1,3,0,1,0.61,FALSE
59,2,2,1,1,0.21,FALSE
95,0,2,1,1,0.33,FALSE
16,0,1,0,1,0.5,TRUE
66,1,2,0,1,0.5,FALSE
40,1,2,0,2,0.04,FALSE
56,0,1,1,2,0.23,TRUE
86,0,0,1,2,0.47,TRUE
56,1,1,0,1,0.49,FALSE
78,1,1,0,1,0.21,FALSE
14,2,1,1,0,0.09,TRUE
62,1,2,1,1,0.31,FALSE
69,0,0,0,2,0.45,TRUE
27,1,1,1,1,0.16,FALSE
47,1,3,1,1,0.1,FALSE
80,0,0,0,1,0.03,TRUE
68,0,0,1,1,0.51,FALSE
87,1,0,1,1,0.17,TRUE
74,0,0,0,1,0.14,TRUE
95,0,0,1,1,0.73,TRUE
17,0,1,0,2,0.14,TRUE
27,0,1,0,1,0.54,FALSE
51,1,1,0,1,0.24,TRUE
59,1,0,1,2,0.25,FALSE
59,1,1,0,1,0.04,FALSE
79,1,2,1,1,0.33,TRUE
24,1,1,1,2,0.24,TRUE
54,1,0,0,1,0.17,TRUE
99,0,1,0,1,0.15,FALSE
13,0,1,1,0,0.24,TRUE
14,1,1,0,2,0.28,TRUE
70,1,3,1,1,0.03,TRUE
70,0,0,0,2,0.31,FALSE
52,1,1,1,1,0.03,TRUE
96,1,1,1,1,0.31,FALSE
85,1,1,1,1,0.23,TRUE
21,1,0,0,1,0.26,FALSE
30,1,2,0,1,0.7,TRUE
54,1,2,1,0,0.65,TRUE
86,0,3,0,2,0.14,FALSE
19,1,1,0,1,0.32,TRUE
59,0,1,1,1,0.02,FALSE
47,0,0,1,0,0.41,TRUE
66,1,1,0,0,0.65,TRUE
97,1,1,0,2,0.52,TRUE
1,1,0,1,1,0.03,FALSE
88,2,2,0,2,0.31,FALSE
52,0,1,1,1,0.27,TRUE
21,1,2,1,1,0.34,TRUE
60,1,1,1,2,0.31,TRUE
48,0,0,1,0,0.06,TRUE
74,1,2,1,1,0.57,TRUE
12,0,2,1,1,0.08,TRUE
87,1,1,0,1,0.35,TRUE
76,0,2,1,1,0.46,FALSE
80,1,1,0,1,0.57,FALSE
55,0,2,1,0,0.66,TRUE
3,0,1,0,0,0.23,TRUE
66,0,2,1,2,0.42,TRUE
6,0,1,0,1,0.16,TRUE
22,2,0,0,0,0.45,TRUE
67,0,0,0,2,0.51,TRUE
73,0,1,1,1,0.25,TRUE
21,0,1,0,2,0.6,FALSE
37,1,1,1,2,0.74,TRUE
33,1,0,1,1,0.53,TRUE
1,0,1,0,0,0.31,TRUE
65,0,1,0,1,0.42,TRUE
71,0,1,1,2,0.19,FALSE
37,1,2,1,0,0.32,FALSE
40,0,1,1,0,0.18,TRUE
63,0,2,1,1,0.55,FALSE
52,1,2,1,2,0.32,TRUE
76,1,0,1,1,0.55,FALSE
32,1,1,0,1,0.33,FALSE
27,1,0,0,2,0.14,TRUE
42,1,0,1,2,0.17,TRUE
52,2,1,1,2,0.39,TRUE
29,0,3,1,2,0.15,TRUE
46,0,0,1,1,0.16,TRUE
66,0,1,1,1,0.59,TRUE
46,0,3,1,2,0.34,TRUE
83,1,0,1,0,0.43,FALSE
25,0,0,1,2,0.07,TRUE
99,1,1,0,1,0.36,FALSE
65,0,1,0,2,0.42,FALSE
57,0,1,1,1,0.49,FALSE
28,0,0,0,0,0.53,FALSE
18,1,3,1,1,0.19,FALSE
63,0,0,0,1,0.29,FALSE
18,2,2,1,2,0.18,TRUE
24,0,0,0,2,0.2,TRUE
51,0,1,1,1,0.09,FALSE
29,1,1,1,1,0.18,TRUE
19,1,3,1,1,0.17,TRUE
31,1,0,1,2,0.31,TRUE
95,1,3,1,0,0.17,TRUE
86,1,3,0,2,0.5,TRUE
29,1,3,1,1,0.3,TRUE
20,1,1,1,1,0.62,TRUE
66,2,0,0,0,0.45,TRUE
68,1,1,0,1,0.21,TRUE
46,1,2,1,2,0.03,TRUE
19,0,1,0,1,0.12,TRUE
7,0,2,1,2,0.52,TRUE
42,1,1,0,1,0.49,TRUE
16,0,1,1,2,0.62,TRUE
52,1,1,1,1,0.13,TRUE
33,0,1,1,2,0.14,FALSE
39,0,1,0,1,0.39,TRUE
43,0,1,1,1,0.65,TRUE
84,0,0,0,1,0.25,FALSE
46,0,2,1,1,0.41,TRUE
4,1,1,0,1,0.2,TRUE
15,1,2,0,2,0.21,TRUE
43,1,3,1,0,0.38,FALSE
30,1,0,0,0,0.16,TRUE
39,0,2,1,2,0.19,TRUE
43,0,1,0,2,0.09,TRUE
14,1,0,1,2,0.36,TRUE
70,1,1,0,0,0.15,FALSE
86,0,3,1,1,0.41,TRUE
18,0,3,0,2,0.03,FALSE
46,0,3,1,1,0.2,TRUE
79,0,1,1,0,0.03,TRUE
21,1,1,0,1,0.21,TRUE
76,1,0,0,1,0.11,TRUE
91,1,0,1,2,0.03,TRUE
61,0,0,0,1,0.3,TRUE
75,0,0,1,1,0.18,FALSE
95,0,2,0,1,0.36,FALSE
65,1,1,0,1,0.07,TRUE
25,1,1,1,1,0.27,TRUE
89,0,0,0,1,0.44,TRUE
81,1,2,1,2,0.1,TRUE
71,0,0,0,2,0.36,TRUE
32,1,2,1,0,0.3,TRUE
48,1,0,0,2,0.18,FALSE
89,2,1,1,2,0.28,TRUE
82,1,1,1,1,0.38,TRUE
35,0,3,0,2,0.1,TRUE
90,0,3,0,2,0.18,TRUE
76,0,2,0,1,0.27,FALSE
78,2,1,0,1,0.37,TRUE
8,0,1,1,0,0.38,TRUE
22,1,0,1,1,0.06,TRUE
76,0,1,0,2,0.27,TRUE
32,0,1,1,0,0.1,FALSE
46,0,3,1,2,0.26,FALSE
13,1,1,0,0,0.24,FALSE
33,1,2,0,1,0.26,TRUE
1,0,1,0,2,0.06,TRUE
92,0,1,0,1,0.16,TRUE
67,0,3,1,1,0.33,FALSE
80,1,2,0,2,0.35,FALSE
50,1,3,0,0,0.06,TRUE
32,2,0,1,2,0.29,FALSE
10,0,0,1,0,0.7,TRUE
1,0,0,0,1,0.24,TRUE
71,1,2,1,2,0.27,FALSE
47,1,1,1,2,0.24,FALSE
7,0,0,0,1,0.44,TRUE
62,1,0,0,1,0.07,TRUE
52,0,0,1,0,0.55,FALSE
68,1,2,0,1,0.35,TRUE
4,1,1,1,0,0.13,FALSE
57,1,1,1,1,0.24,TRUE
89,0,1,0,1,0.22,FALSE
5,0,3,1,2,0.16,TRUE
71,0,0,1,1,0.15,TRUE
55,1,1,0,2,0.23,TRUE
67,1,1,1,0,0.25,TRUE
57,1,1,1,1,0.07,TRUE
99,1,0,1,0,0.34,TRUE
75,1,1,1,2,0.11,TRUE
76,0,0,1,1,0.15,TRUE
39,0,0,1,1,0.16,TRUE
80,0,1,0,2,0.29,TRUE
43,0,3,1,1,0.16,TRUE
71,0,1,1,1,0.44,TRUE
85,1,2,1,2,0.18,TRUE
10,1,0,1,1,0.35,TRUE
82,0,2,1,2,0.28,FALSE
29,1,1,1,1,0.13,FALSE
26,0,0,1,1,0.32,FALSE
30,0,1,1,2,0.51,TRUE
65,1,2,1,2,0.29,TRUE
38,0,3,0,1,0.26,TRUE
15,0,0,1,2,0.16,TRUE
89,1,1,1,0,0.41,TRUE
19,0,1,1,2,0.18,TRUE
28,0,1,1,1,0.17,TRUE
97,0,0,0,1,0.1,FALSE
15,0,1,0,0,0.12,TRUE
78,1,1,0,1,0.17,TRUE
61,1,0,0,1,0.18,TRUE
38,1,0,1,2,0.13,FALSE
99,1,1,1,2,0.06,TRUE
32,0,1,0,2,0.37,FALSE
78,1,0,0,2,0.12,TRUE
77,1,1,0,1,0.11,TRUE
41,2,1,0,1,0.3,TRUE
85,1,0,0,0,0.51,TRUE
76,0,0,1,2,0.25,FALSE
15,1,2,1,1,0.18,FALSE
88,1,1,0,2,0.08,FALSE
84,1,0,1,0,0.04,FALSE
63,1,1,1,0,0.09,TRUE
1,1,1,0,1,0.36,TRUE
43,0,0,1,1,0.54,TRUE
14,0,3,1,1,0.08,TRUE
2,1,1,1,1,0.36,TRUE
8,1,0,1,1,0.21,FALSE
11,0,0,0,0,0.17,TRUE
20,1,1,1,1,0.43,FALSE
44,0,3,0,1,0.22,TRUE
59,0,1,1,1,0.22,TRUE
17,1,2,1,2,0.33,TRUE
12,0,2,1,2,0.14,TRUE
84,1,0,1,0,0.26,TRUE
74,0,0,0,1,0.13,TRUE
21,0,2,1,2,0.29,TRUE
67,1,2,1,2,0.36,TRUE
4,1,2,1,2,0.27,TRUE
88,0,3,0,1,0.4,FALSE
54,0,3,0,2,0.17,TRUE
27,0,0,0,0,0.13,FALSE
95,0,1,0,1,0.63,FALSE
74,0,0,1,1,0.54,TRUE
68,0,2,0,2,0.34,FALSE
76,1,0,1,1,0.07,FALSE
79,1,2,0,0,0.24,TRUE
90,0,1,1,1,0.38,TRUE
34,1,0,0,1,0.07,TRUE
1,0,3,0,1,0.16,TRUE
59,1,1,0,2,0.46,TRUE
52,0,3,0,2,0.31,TRUE
45,1,1,1,0,0.42,TRUE
18,1,2,1,2,0.45,FALSE
73,0,2,1,1,0.23,TRUE
50,1,1,0,2,0.23,TRUE
34,0,1,1,1,0.68,TRUE
54,0,3,0,0,0.08,TRUE
54,1,2,1,2,0.08,FALSE
52,1,0,1,1,0.42,TRUE
30,1,1,0,2,0.3,FALSE
4,1,0,1,1,0.35,FALSE
53,1,0,0,2,0.21,TRUE
24,1,0,1,1,0.46,TRUE
50,0,0,1,1,0.22,TRUE
45,0,1,0,1,0.47,TRUE
61,0,3,1,2,0.23,TRUE
90,1,1,0,2,0.54,TRUE
7,1,2,0,2,0.36,TRUE
45,0,0,0,1,0.3,FALSE
85,1,1,1,2,0.49,TRUE
78,0,1,1,2,0.2,FALSE
34,1,0,1,2,0.13,TRUE
10,0,0,1,1,0.12,TRUE
11,0,0,1,0,0.13,TRUE
45,0,0,1,1,0.16,TRUE
49,0,0,1,1,0.33,TRUE
40,1,1,1,2,0.1,TRUE
51,0,3,1,1,0.15,TRUE
71,0,1,1,2,0.12,FALSE
99,1,1,0,0,0.33,TRUE
28,2,1,0,1,0.14,TRUE
62,1,1,1,1,0.23,TRUE
15,1,2,0,1,0.26,FALSE
38,0,2,1,1,0.39,FALSE
49,0,0,1,1,0.31,TRUE
1,1,0,1,2,0.1,TRUE
50,0,0,0,2,0.11,TRUE
14,1,1,1,1,0.37,TRUE
13,0,0,0,0,0.84,FALSE
22,0,2,1,2,0.38,TRUE
57,1,1,1,1,0.17,FALSE
85,0,2,1,2,0.1,TRUE
41,0,2,0,1,0.4,TRUE
37,1,1,0,1,0.1,TRUE
82,1,3,0,2,0.06,FALSE
73,0,2,1,2,0.11,FALSE
95,0,2,1,0,0.21,FALSE
5,0,2,1,1,0.24,TRUE
31,0,1,0,2,0.46,TRUE
65,1,0,1,0,0.1,FALSE
86,1,1,1,1,0.16,FALSE
57,0,1,0,1,0.36,TRUE
15,0,0,0,1,0.27,FALSE
90,0,1,0,0,0.4,FALSE
29,0,3,1,2,0.19,TRUE
54,1,0,0,1,0.31,TRUE
41,0,1,1,2,0.16,TRUE
91,1,2,1,0,0.41,TRUE
34,1,2,1,2,0.12,TRUE
85,0,0,0,2,0.33,FALSE
76,1,1,1,0,0.24,FALSE
35,0,1,0,2,0.38,TRUE
55,0,0,1,1,0.37,TRUE
98,0,0,1,1,0.59,FALSE
33,1,1,1,1,0.4,TRUE
42,0,2,1,1,0.25,FALSE
87,1,3,0,1,0.11,FALSE
8,0,0,1,1,0.17,TRUE
83,1,1,0,1,0.17,TRUE
99,1,1,1,1,0.34,TRUE
91,0,2,1,1,0.06,FALSE
30,1,1,1,1,0.16,TRUE
84,1,2,0,1,0.18,TRUE
92,1,1,1,1,0.25,TRUE
74,1,1,0,2,0.29,TRUE
42,1,0,0,1,0.21,TRUE
25,1,0,1,2,0.43,TRUE
14,1,0,0,1,0.66,TRUE
65,0,2,1,1,0.14,TRUE
